0,1,2,3,4,5,6,7,8,9,10,11,12
0.059928196630764985,0.06753878916945542,0.06757215619694397,0.06346708628376606,0.06984387838948233,0.06619309008718115,0.07131830811979006,0.06756756756756757,0.07678442682047584,0.07365792759051186,0.0722035166479611,0.05627344726969571,0.05583756345177665
0.08064070698702017,0.08335868573167021,0.08081494057724957,0.07631785995279308,0.08572993700356067,0.08169195996125282,0.0793454769990738,0.07829888712241653,0.0829127613554434,0.07990012484394507,0.08118219229330341,0.08420175072947061,0.09238578680203045
0.0892018779342723,0.09826589595375723,0.09949066213921902,0.0986100183582481,0.09257737606135305,0.08911850177591217,0.08737264587835752,0.09220985691573927,0.0832732516222062,0.09488139825218476,0.09352787130564909,0.09378907878282618,0.083248730964467
0.10411488539077603,0.10648007301490721,0.09100169779286928,0.1001835824809861,0.10709394686387291,0.09783661608007749,0.11238036430997221,0.09976152623211447,0.10454217736121124,0.09030378693300041,0.10325476992143659,0.09003751563151313,0.09289340101522843
0.08699254349627175,0.08335868573167021,0.10084889643463497,0.08916863362182009,0.10024650780608052,0.09686793671294801,0.08829885767212102,0.09220985691573927,0.09300648882480173,0.09155222638368705,0.08754208754208755,0.08253438932888704,0.07868020304568528
0.09444904722452362,0.09309400669303317,0.08862478777589135,0.0980854969840021,0.09668583949602849,0.08814982240878269,0.07841926520531028,0.08545310015898251,0.09048305695746214,0.0957136912193092,0.08492330714552937,0.08378491037932471,0.10304568527918782
0.08174537420602043,0.08518405841192576,0.07096774193548387,0.08943089430894309,0.07997808819501506,0.08427510494026477,0.07502315529484409,0.08545310015898251,0.07930785868781542,0.07240948813982521,0.07482229704451927,0.0850354314297624,0.08629441624365482
0.07125103562551781,0.06723456038941283,0.07232597623089983,0.06923682140047208,0.0657354149548069,0.073296738779464,0.06452608829885767,0.06995230524642289,0.06020187454938716,0.06075738660008323,0.0714552936775159,0.07586494372655272,0.06294416243654823
0.06048053024026512,0.0648007301490721,0.06655348047538201,0.06005769735116706,0.07121336620104081,0.0729738456570875,0.06946588453226304,0.06120826709062003,0.061283345349675555,0.062421972534332085,0.05424616535727647,0.06461025427261359,0.05532994923857868
0.056890361778514226,0.044417401886218434,0.05466893039049236,0.05192761605035405,0.0479320734045467,0.05327736519212141,0.052485334979932075,0.0568362480127186,0.05335255948089401,0.05534748231377445,0.04826038159371493,0.051271363067944976,0.05786802030456853
0.04032035349351008,0.04472163066626103,0.04108658743633277,0.043797534749541046,0.038071761161325664,0.04229899903132063,0.049089225069465885,0.038950715421303655,0.03857245854361932,0.046192259675405745,0.054620276842499066,0.04585243851604835,0.04111675126903553
0.036730185031759184,0.03163979312442957,0.030899830220713072,0.03697875688434304,0.030676526978909886,0.031643525992896354,0.03612225995677678,0.035373608903020666,0.034967555875991346,0.03162713275072826,0.03554059109614665,0.03418090871196332,0.03553299492385787
0.03231151615575808,0.032552479464557346,0.03225806451612903,0.03461841070023604,0.027115858668857847,0.027123022279625444,0.028712565606668725,0.030604133545310015,0.028478731074260993,0.0299625468164794,0.026187803965581742,0.030012505210504376,0.026903553299492386
0.02236951118475559,0.021600243383024034,0.01765704584040747,0.022554419092578024,0.021364009860312245,0.022602518566354538,0.02469898116702686,0.02424483306836248,0.028118240807498196,0.02039117769454848,0.020950243172465393,0.0283451438099208,0.030456852791878174
0.016570008285004142,0.018557955582598113,0.01697792869269949,0.015473380540257016,0.015338263489454943,0.015821762996448177,0.019141710404445816,0.021860095389507155,0.01658255227108868,0.019558884727424054,0.019827908716797606,0.01917465610671113,0.02233502538071066
0.010770505385252692,0.016428354122299968,0.012563667232597622,0.00996590611067401,0.012873185428649686,0.013561511139812722,0.017906761346094473,0.009936406995230525,0.01514059120403749,0.018310445276737412,0.014964459408903853,0.0141725719049604,0.012690355329949238
0.013808340237503451,0.008214177061149984,0.010865874363327675,0.010228166797797011,0.010408107367844427,0.010978366160800775,0.009879592466810744,0.012718600953895072,0.011175198269646719,0.013316687473990845,0.012719790497568275,0.01208837015423093,0.017258883248730966
0.009113504556752278,0.006388804380894433,0.011544991511035654,0.0055074744295830055,0.005204053683922213,0.006134969325153374,0.005866008027168879,0.007154213036565978,0.006488824801730353,0.0070744902205576365,0.007856341189674524,0.01208837015423093,0.007106598984771574
0.007180336923501795,0.0069972619409796166,0.007809847198641765,0.006294256490952006,0.004382360996987127,0.005166289958023894,0.008335906143871565,0.005564387917329093,0.008651766402307137,0.00749063670411985,0.008604564160119716,0.0070862859524802,0.008629441624365483
0.0063518365092515875,0.0051718892607240646,0.004414261460101867,0.003933910306845004,0.004108463434675432,0.004843396835647401,0.004013584439641865,0.005961844197138315,0.005046863734679163,0.006658343736995423,0.005611672278338945,0.006669445602334306,0.004568527918781726
0.004694835680751174,0.003346516580468512,0.0027164685908319186,0.003933910306845004,0.0024650780608052587,0.0029060381013884403,0.003704847175054029,0.00397456279809221,0.004325883201153569,0.005826050769870994,0.002618780396558174,0.006252605252188412,0.005076142131979695
0.0033140016570008283,0.0021296014602981443,0.003735144312393888,0.0015735641227380016,0.001917282936181868,0.0022602518566354536,0.0015436863229391787,0.0023847376788553257,0.004325883201153569,0.004161464835622139,0.00411522633744856,0.0029178824510212586,0.003553299492385787
0.0035901684617508974,0.002433830240340736,0.0027164685908319186,0.0007867820613690008,0.001917282936181868,0.0009686793671294801,0.0030873726458783574,0.001589825119236884,0.0025234318673395817,0.004161464835622139,0.0018705574261129816,0.0025010421008753647,0.005583756345177665
0.0008285004142502071,0.001216915120170368,0.0020373514431239388,0.0018358248098610018,0.001369487811558477,0.002583144979011947,0.001234949058351343,0.001589825119236884,0.0021629416005767843,0.0016645859342488557,0.003367003367003367,0.003334722801167153,0.0015228426395939086
0.0011046672190002762,0.0009126863401277761,0.001697792869269949,0.0007867820613690008,0.0016433853738701725,0.0009686793671294801,0.0015436863229391787,0.001589825119236884,0.0014419610670511895,0.0004161464835622139,0.0018705574261129816,0.0025010421008753647,0.0020304568527918783
0.0013808340237503453,0.000608457560085184,0.0027164685908319186,0.001049042748492001,0.0002738975623116954,0.0019373587342589602,0.0006174745291756715,0.001589825119236884,0.0014419610670511895,0.0012484394506866417,0.002244668911335578,0.0008336807002917883,0.0015228426395939086
0.0008285004142502071,0.000304228780042592,0.00033955857385398983,0.0013113034356150013,0.0010955902492467817,0.0016144656118824668,0.0006174745291756715,0.000794912559618442,0.0007209805335255948,0.0004161464835622139,0.001122334455667789,0.0020842017507294707,0.0025380710659898475
0.00027616680475006904,0.000608457560085184,0.0010186757215619694,0.0007867820613690008,0.0008216926869350862,0.0,0.0009262117937635072,0.000794912559618442,0.0007209805335255948,0.0012484394506866417,0.0,0.0008336807002917883,0.0015228426395939086
0.0011046672190002762,0.0009126863401277761,0.0006791171477079797,0.0005245213742460005,0.0005477951246233908,0.00032289312237649337,0.0006174745291756715,0.0011923688394276629,0.0014419610670511895,0.0020807324178110697,0.001122334455667789,0.0,0.0
0.00027616680475006904,0.0,0.0006791171477079797,0.0005245213742460005,0.0005477951246233908,0.00032289312237649337,0.0006174745291756715,0.0,0.0003604902667627974,0.0004161464835622139,0.0003741114852225963,0.00041684035014589413,0.0005076142131979696
0.00027616680475006904,0.000608457560085184,0.0006791171477079797,0.0005245213742460005,0.0002738975623116954,0.00032289312237649337,0.00030873726458783575,0.000397456279809221,0.0,0.0004161464835622139,0.0007482229704451926,0.0,0.0
0.00027616680475006904,0.0009126863401277761,0.00033955857385398983,0.0,0.0002738975623116954,0.00032289312237649337,0.00030873726458783575,0.000794912559618442,0.0010814708002883922,0.0,0.0003741114852225963,0.0,0.0
0.00027616680475006904,0.0,0.0,0.0,0.0,0.0,0.0006174745291756715,0.000397456279809221,0.0,0.0,0.0007482229704451926,0.0,0.0
0.0,0.0,0.0010186757215619694,0.00026226068712300026,0.0,0.00032289312237649337,0.00030873726458783575,0.000397456279809221,0.0007209805335255948,0.0,0.0003741114852225963,0.0012505210504376823,0.0005076142131979696
0.0,0.0,0.0,0.00026226068712300026,0.0,0.00032289312237649337,0.00030873726458783575,0.000397456279809221,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.00033955857385398983,0.0,0.0002738975623116954,0.0,0.0,0.000397456279809221,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00027616680475006904,0.0,0.00033955857385398983,0.0,0.0,0.0,0.00030873726458783575,0.000397456279809221,0.0,0.0,0.0003741114852225963,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.00032289312237649337,0.00030873726458783575,0.0,0.0003604902667627974,0.0,0.0003741114852225963,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.00030873726458783575,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004161464835622139,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.00030873726458783575,0.0,0.0,0.0,0.0,0.0,0.0005076142131979696
0.00027616680475006904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0006457862447529867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
